english;turkish;level;part_of_speech;;;;
ethic ;ahlâk;B2 ;noun;;;;
ethical ;"ahlaki
ethik, ethik olarak doðru";B2 ;adjective;;;;
ethnic ;etnik, ýrksal;B2 ;adjective;;;;
euro ;Euro, Avro;A1 ;noun;;;;
evacuate ;"boþaltmak; tahliye etmek";C1 ;verb;;;;
evaluate ;deðerlendirmek;B2 ;verb;;;;
evaluation ;deðerlendirme;B2 ;noun;;;;
even ;bile, dahi;A1 ;adverb;;;;
even ;"düz, düzgün
eþit, denk, baþa baþ";B2 ;adjective;;;;
evening ;akþam;A1 ;noun;;;;
event ;"olay
etkinlik ";A1 ;noun;;;;
eventually ;sonunda, nihayet;B1 ;adverb;;;;
ever ;hiç;A1 ;adverb;;;;
every ;her;A1 ;determiner;;;;
everybody ;herkes;A1 ;pronoun;;;;
everyday ;günlük;A2 ;adjective;;;;
everyone [everybody] ;herkes;A1 ;pronoun;;;;
everything ;her þey;A1 ;pronoun;;;;
everywhere ;her yerde, her yere;A2 ;adverb;;;;
evidence ;delil, kanýt;A2 ;noun;;;;
evident ;açýk, belli, meydanda;B2 ;adjective;;;;
evil ;ahlak bakýmýndan kötü;B2 ;adjective;;;;
evil ;kötülük, þer;B2 ;noun;;;;
evoke ;"hatýra getirmek; uyandýrmak";C1 ;verb;;;;
evolution ;evrim;B2 ;noun;;;;
evolve ;"geliþmek; geliþtirmek
evrim geçirmek";B2 ;verb;;;;
exact ;tam, kesin;A2 ;adjective;;;;
exactly ;tam;A2 ;adverb;;;;
exaggerate ;abartmak;C1 ;verb;;;;
exam ;sýnav;A1 ;noun;;;;
examination ;"inceleme; muayene";B2 ;noun;;;;
examine ;araþtýrmak, incelemek;B1 ;verb;;;;
example ;"örnek
örnek olmak";A1 ;noun;;;;
exceed ;"geçmek, aþmak
ihlal etmek, aþmak";B2 ;verb;;;;
excellence ;mükemmellik, üstünlük;C1 ;noun;;;;
excellent ;mükemmel;A2 ;adjective;;;;
except ;dýþýnda, hariç;A2 ;preposition;;;;
exception ;istisna;B2 ;noun;;;;
exceptional ;olaðanüstü;C1 ;adjective;;;;
excess ;fazla;C1 ;adjective;;;;
excess ;fazlalýk, aþýrýlýk;C1 ;noun;;;;
excessive ;aþýrý;B2 ;adjective;;;;
exchange ;"deðiþ tokuþ, alýþ veriþ, deðiþim
kambiyo, döviz";B1 ;noun;;;;
exchange ;bir þeyle deðiþtirmek, karþýlýklý alýp vermek;B1 ;verb;;;;
excited ;heyecanlý;A1 ;adjective;;;;
excitement ;heyecan;B1 ;noun;;;;
exciting ;heyecan sevinç verici, ilgi çekici;A1 ;adjective;;;;
exclude ;hariç tutmak, kapsamamak;B2 ;verb;;;;
exclusion ;"içeri almama, sokmama; çýkarma";C1 ;noun;;;;
exclusive ;"kiþiye özel; 
seçkin";C1 ;adjective;;;;
exclusively ;yalnýzca;C1 ;adverb;;;;
excuse ;mazeret, bahane;B2 ;noun;;;;
excuse ;"baðýþlamak, affetmek; mazur görmek";B2 ;verb;;;;
execute ;"idam etmek
uygulamak, yerine getirmek";C1 ;verb;;;;
execution ;"idam, infaz; yerine getirme";C1 ;noun;;;;
executive ;"yönetici, idareci; yönetmeyle ilgili";B2 ;adjective;;;;
executive ;"yönetici, idareci
(siyasi) yürütme";B2 ;noun;;;;
exercise ;"spor, idman
alýþtýrma";A1 ;noun;;;;
exercise ;"kullanmak
idman yapmak";A1 ;verb;;;;
exert ;uygulamak;C1 ;verb;;;;
exhibit ;" (müze) eser; (mahkeme) kanýt";B2 ;noun;;;;
exhibit ;sergilemek;B2 ;verb;;;;
exhibition ;"sergi
gösteri";B1 ;noun;;;;
exile ;sürgün;C1 ;noun;;;;
exist ;"var olmak; yaþamak";A2 ;verb;;;;
existence ;"varlýk; var oluþ; mevcudiyet";B2 ;noun;;;;
exit ;çýkýþ;B2 ;noun;;;;
exit ;çýkmak;C1 ;verb;;;;
exotic ;yabancý, egzotik;B2 ;adjective;;;;
expand ;"büyümek, geniþlemek, genleþmek; büyütmek, geniþletmek";B1 ;verb;;;;
expansion ;"büyüme; geniþleme";B2 ;noun;;;;
expect ;"beklemek, ummak
talep etmek, beklemek";A2 ;verb;;;;
expectation ;umut, beklenti;B2 ;noun;;;;
expected ;beklenen;B1 ;adjective;;;;
expedition ;"belli amaçlý yolculuk, keþif gezisi
gezi";B1 ;noun;;;;
expenditure ;harcama, gider;C1 ;noun;;;;
expense ;masraf;B2 ;noun;;;;
expensive ;pahalý;A1 ;adjective;;;;
experience ;tecrübe, deneyim;A2 ;noun;;;;
experience ;"yaþamak; hissetmek";B1 ;verb;;;;
experienced ;tecrübeli, deneyimli;B1 ;adjective;;;;
experiment ;deney;A2 ;noun;;;;
experiment ;deney yapmak, denemek;B1 ;verb;;;;
experimental ;deneye dayalý, deneysel;C1 ;adjective;;;;
expert ;usta, uzman;A2 ;adjective;;;;
expert ;uzman;A2 ;noun;;;;
expertise ;uzmanlýk, ustalýk;B2 ;noun;;;;
expire ;süresi dolmak;C1 ;verb;;;;
explain ;açýklamak;A1 ;verb;;;;
explanation ;açýklama;A2 ;noun;;;;
explicit ;açýk seçik;C1 ;adjective;;;;
explicitly ;açýkça;C1 ;adverb;;;;
explode ;"patlamak; patlatmak";B1 ;verb;;;;
exploit ;"sömürmek
kullanmak, yararlanmak";B2 ;verb;;;;
exploitation ;"sömürü; kullaným";C1 ;noun;;;;
exploration ;keþif;B2 ;noun;;;;
explore ;keþfetmek;B1 ;verb;;;;
explosion ;patlama;B1 ;noun;;;;
explosive ;patlayýcý;C1 ;adjective;;;;
explosive ;patlayýcý madde;C1 ;noun;;;;
export ;"ihracat
ihraç malý";B1 ;noun;;;;
export ;ihraç etmek;B1 ;verb;;;;
expose ;"meydana çýkarmak, ortaya çýkarmak
maruz býrakmak";B2 ;verb;;;;
exposure ;"maruz kalma; karþý karþýya getirme
teþhir etme, ifþalama";B2 ;noun;;;;
express ;"belirtmek, ifade etmek, dile getirmek
kendini ifade etmek";A2 ;verb;;;;
expression ;"ifade
yüz ifadesi";A2 ;noun;;;;
extend ;"uzatmak; geniþletmek";B2 ;verb;;;;
extension ;"ek bina
uzatma";B2 ;noun;;;;
extensive ;"geniþ; geniþ çaplý";B2 ;adjective;;;;
extensively ;geniþ olarak, geniþ çapta;B2 ;adverb;;;;
extent ;"büyüklük; boyut";B2 ;noun;;;;
external ;"dýþ, harici
dýþarýdan gelen";B2 ;adjective;;;;
extra ;fazla, fazladan;A1 ;adjective;;;;
extra ;fazla, fazladan;B1 ;adverb;;;;
extra ;ekstra;B1 ;noun;;;;
extract ; (kýtap, müzýk vb.) seçilmiþ parça;B2 ;noun;;;;
extract ;çekmek, zorla elde etmek, koparmak;C1 ;verb;;;;
extraordinary ;"tuhaf, garip, alýþýlmamýþ
olaðanüstü";B2 ;adjective;;;;
extreme ;son derece;A2 ;adjective;;;;
extreme ;uç;B2 ;noun;;;;
extremely ;son derece;A2 ;adverb;;;;
extremist ; (politika) aþýrý uçta görüþleri olan;C1 ;noun;;;;
eye ;göz;A1 ;noun;;;;
fabric ;"kumaþ
yapý, doku";B2 ;noun;;;;
fabulous ;harika, olaðanüstü;B2 ;adjective;;;;
face ;yüz;A1 ;noun;;;;
face ;"yüzünü dönmek, yönüne bakmak
yüzleþmek, yüz yüze gelmek,,
karþýlaþmak, göze almak";B1 ;verb;;;;
facilitate ;kolaylaþtýrmak;C1 ;verb;;;;
facility ;olanak, hizmet;B2 ;noun;;;;
fact ;"olgu; gerçek";A1 ;noun;;;;
faction ;fraksiyon, hizip;C1 ;noun;;;;
factor ;"etken, etmen
(matematik) çarpan";A2 ;noun;;;;
factory ;fabrika;A2 ;noun;;;;
faculty ;"yeti
fakülte";C1 ;noun;;;;
fade ;"solmak, rengi atmak; soldurmak, rengini attýrmak";C1 ;verb;;;;
fail ;kalmak, baþarýsýz olmak;A2 ;verb;;;;
failure ;baþarýsýzlýk;B2 ;noun;;;;
fair ;"makul, yerinde, doðru
hakça adil";A2 ;adjective;;;;
fairly ;"oldukça
adil biçimde";B1 ;adverb;;;;
fairness ;adillik, hakkaniyet;C1 ;noun;;;;
faith ;"güven
inanç, iman, din";B2 ;noun;;;;
fake ;taklit, sahte;B2 ;adjective;;;;
fall ;"yere düþmek; aþaðý yuvarlanmak; dökülmek; yaðmak";A1 ;verb;;;;
fall ;"düþüþ, düþme
þelale";A2 ;noun;;;;
false ;yanlýþ;A1 ;adjective;;;;
fame ;ün, þöhret;B2 ;noun;;;;
familiar ;tanýdýk;B1 ;adjective;;;;
family ;aileye ait;A1 ;adjective;;;;
family ;aile;A1 ;noun;;;;
famous ;ünlü;A1 ;adjective;;;;
fan ;"hayran
fan, vantilatör";A2 ;noun;;;;
fancy ;"lüks; deðiþik, fantazi";B1 ;adjective;;;;
fancy ;"istemek; içinden gelmek
arzulamak, hoþlanmak, ilgi
duymak";B1 ;verb;;;;
fantastic ;harika, müthiþ;A1 ;adjective;;;;
fantasy ;hayal;B2 ;noun;;;;
far ;"uzak; uzaða; uzakta";A1 ;adverb;;;;
far ;uzak;B1 ;adjective;;;;
fare ;bilet ücreti;B2 ;noun;;;;
farm ;çiftlik;A1 ;noun;;;;
farm ;çiftçilik yapmak;A2 ;verb;;;;
farmer ;çiftçi;A1 ;noun;;;;
farming ;çiftçilik;A2 ;noun;;;;
fascinating ;büyüleyici;B1 ;adjective;;;;
fashion ;moda;A2 ;noun;;;;
fashionable ;moda, modaya uygun;B1 ;adjective;;;;
fast ;hýzlý, süratli;A1 ;adjective;;;;
fast ;hýzlý, süratli;A1 ;adverb;;;;
fasten ;"baðlamak; iliklemek, kapatmak; iliklenmek";B1 ;verb;;;;
fat ;þiþman, tombul;A1 ;adjective;;;;
fat ; (hayvan, insan) yað;A2 ;noun;;;;
fatal ;ölümcül, öldürücü;C1 ;adjective;;;;
fate ;kader;C1 ;noun;;;;
father ;"baba
peder";A1 ;noun;;;;
fault ;"kusur; hata; arýza
kabahat";B2 ;noun;;;;
favour ;"iyilik, lütuf
gözde olma durumu, teveccüh";B1 ;noun;;;;
favour ;desteklemek, uygun görmek;B2 ;verb;;;;
favourable ;olumlu, hoþa giden;C1 ;adjective;;;;
favourite ;en sevilen, gözde;A1 ;adjective;;;;
favourite ;en sevilen, gözde;A1 ;noun;;;;
fear ;korku;A2 ;noun;;;;
fear ;korkmak;B1 ;verb;;;;
feat ;cesaret, ustalýk vb. örneði;C1 ;noun;;;;
feather ; (kuþ) tüy;B2 ;noun;;;;
feature ;"özellik; parça
yüz hattý";A2 ;noun;;;;
feature ;"baþ rollerde oynatmak
yer almak";B1 ;verb;;;;
February ;Þubat;A1 ;noun;;;;
federal ;federal;B2 ;adjective;;;;
fee ;ücret;B2 ;noun;;;;
feed ;"beslemek, yedirmek; doyurmak";A2 ;verb;;;;
feed ;"beslenme, doyurma
yem";B2 ;noun;;;;
feedback ;"geri bildirim; geri besleme";B2 ;noun;;;;
feel ;hissetmek;A1 ;verb;;;;
feel ;"dokunma, yoklama
ele geliþ, verilen his";B2 ;noun;;;;
feeling ;"duygu, his
düþüceler, fikirler";A1 ;noun;;;;
fellow ;emsali olan, akraný olan;B2 ;adjective;;;;
female ;"kadýn; kýz";A2 ;adjective;;;;
female ;diþi;A2 ;noun;;;;
feminist ;feminist;C1 ;adjective;;;;
feminist ;feminist;C1 ;noun;;;;
fence ;"çit; tahta perde; tel örgü";B1 ;noun;;;;
festival ;festival;A1 ;noun;;;;
fever ; (vücut) ateþ;B2 ;noun;;;;
few ;"az
birkaç";A1 ;adjective;;;;
few ;az;A1 ;determiner;;;;
few ;azý;A1 ;pronoun;;;;
fibre ;lif;C1 ;noun;;;;
fiction ;"kurgu roman; kurgu hikâye";A2 ;noun;;;;
field ;"tarla; otlak
saha, alan";A2 ;noun;;;;
fierce ;"azgýn, vahþi
þiddetli";C1 ;adjective;;;;
fifteen ;on beþ;A1 ;number;;;;
fifth ;beþinci;A1 ;ord. number;;;;
fifty ;Elli;A1 ;number;;;;
fight ;kavga, arbede;A2 ;noun;;;;
fight ;"dövüþmek, kavga etmek; savaþmak";A2 ;verb;;;;
fighting ;kavga, arbede;B1 ;noun;;;;
figure ;"rakam; fiyat
þahýs, kiþi";A2 ;noun;;;;
figure ;"ele alýnmak, yer almak
tahmin etmek";B2 ;verb;;;;
file ;dosya;B1 ;noun;;;;
file ;dosyalamak;B2 ;verb;;;;
fill ;"dolmak; doldurmak";A1 ;verb;;;;
film ;film;A1 ;noun;;;;
film ;film(e) çekmek, görüntülemek;A2 ;verb;;;;
film-maker ;film yapýmcýsý;C1 ;noun;;;;
filter ;filtre;C1 ;noun;;;;
filter ;"süzmek; arýtmak";C1 ;verb;;;;
final ;"son
nihai, kesin";A1 ;adjective;;;;
final ;final;A2 ;noun;;;;
finally ;"sonunda
kesin olarak";A2 ;adverb;;;;
finance ;finansman, para;B2 ;noun;;;;
finance ;ödemek, finanse etmek, karþýlamak;B2 ;verb;;;;
financial ;mali;B1 ;adjective;;;;
find ; (tesadüfen) bulmak;A1 ;verb;;;;
finding ;bulgu, sonuç;B2 ;noun;;;;
fine ;güzel, iyi, mükemmel;A1 ;adjective;;;;
fine ;para cezasý;C1 ;noun;;;;
fine ;para cezasýna çarptýrmak;C1 ;verb;;;;
finger ;parmak;A2 ;noun;;;;
finish ;"bitmek; bitirmek";A1 ;verb;;;;
finish ;" (yarýþ vb.) bitiþ; son";A2 ;noun;;;;
fire ;"yangýn
ateþ";A1 ;noun;;;;
fire ;ateþ etmek;B1 ;verb;;;;
firearm ;ateþli silah;C1 ;noun;;;;
firefighter ;itfaiyeci;B2 ;noun;;;;
firework ;havai fiþek;B2 ;noun;;;;
firm ;"sert, katý
sýký, saðlam, kesin";B2 ;adjective;;;;
firm ;þirket, firma;B2 ;noun;;;;
firmly ;sýkýca, sýmsýký, kesin olarak;B2 ;adverb;;;;
first ;"ilk önce, ilk, birinci
baþta";A1 ;adverb;;;;
first ;ilk, birinci;A1 ;determiner;;;;
first ;ilk, birinci;A1 ;ord. number;;;;
first ;ilk;A2 ;noun;;;;
firstly ;ilk önce, birinci olarak;A2 ;adverb;;;;
fish ;balýk;A1 ;noun;;;;
fish ;balýk avlamak;A2 ;verb;;;;
fishing ;balýkçýlýk;A2 ;noun;;;;
fit ;"saðlýklý, formda
uygun";A2 ;adjective;;;;
fit ;uymak, sýðmak;A2 ;verb;;;;
fit ;hastalýk nöbeti;C1 ;noun;;;;
fitness ;formda olma, zindelik;B1 ;noun;;;;
five ;beþ;A1 ;number;;;;
fix ;"takmak, yerleþtirmek
onarmak, tamir etmek";A2 ;verb;;;;
fix ;"çözüm
þike";B2 ;noun;;;;
fixed ;deðiþmez, kararlaþtýrýlmýþ;B1 ;adjective;;;;
fixture ; (spor) fikstür;C1 ;noun;;;;
flag ;bayrak;B1 ;noun;;;;
flame ;alev;B2 ;noun;;;;
flash ;parlama;B2 ;noun;;;;
flash ;"yanýp sönmek; yakýp söndürmek";B2 ;verb;;;;
flat ;"apartman dairesi
düz yüzey";A1 ;noun;;;;
flat ;düz;A2 ;adjective;;;;
flavour ;lezzet, tat;B2 ;noun;;;;
flaw ;hata, kusur;C1 ;noun;;;;
flawed ;kusurlu, hatalý;C1 ;adjective;;;;
flee ;kaçmak;C1 ;verb;;;;
fleet ;donanma, filo;C1 ;noun;;;;
flesh ;"et
bizzat, canlý";C1 ;noun;;;;
flexibility ;esneklik;C1 ;noun;;;;
flexible ;esnek, bükülgen;B2 ;adjective;;;;
flight ;uçuþ, uçak yolculuðu;A1 ;noun;;;;
float ;süzülmek;B2 ;verb;;;;
flood ;sel;B1 ;noun;;;;
flood ;"sel basmak, taþmak
akýn etmek, (mesaj) yaðmak";B1 ;verb;;;;
floor ;yer, zemin;A1 ;noun;;;;
flour ;un;B1 ;noun;;;;
flourish ;geliþmek, serpilmek;C1 ;verb;;;;
flow ;akýþ;B1 ;noun;;;;
flow ;akmak;B1 ;verb;;;;
flower ;çiçek;A1 ;noun;;;;
flu ;grip;A2 ;noun;;;;
fluid ;sývý;C1 ;noun;;;;
fly ;"uçmak; uçakla geçmek";A1 ;verb;;;;
fly ;sinek;A2 ;noun;;;;
flying ;uçucu;A2 ;adjective;;;;
flying ;uçak yolculuðu;A2 ;noun;;;;
focus ; (ilgi) odak noktasý;A2 ;noun;;;;
focus ;"odaklanmak, dikkatini vermek; dikkatini bir konuya toplamak";A2 ;verb;;;;
fold ;katlamak;B1 ;verb;;;;
fold ;kývrým;B2 ;noun;;;;
folding ;katlanýr;B2 ;adjective;;;;
folk ;halk;B1 ;adjective;;;;
folk ;insanlar;B1 ;noun;;;;
follow ;"arkadan gelmek; takip etmek
(talimat) uymak";A1 ;verb;;;;
following ;"ertesi, bir sonraki
aþaðýdaki";A2 ;adjective;;;;
following ;tarafta grubu;B1 ;noun;;;;
following ;sonra, arkasýndan;B2 ;preposition;;;;
fond ;"düþkün; hoþlanan";B2 ;adjective;;;;
food ;"besin, gýda
yiyecek";A1 ;noun;;;;
fool ;aptal, budala;B2 ;noun;;;;
foot ;"ayak
30,48 cmye eþit ölçü birimi";A1 ;noun;;;;
footage ; (sinema, televizyon) görüntü;C1 ;noun;;;;
football ;futbol;A1 ;noun;;;;
for ;için, -e;A1 ;preposition;;;;
forbid ;yasaklamak;B2 ;verb;;;;
force ;"güç, kuvvet
etki ";B1 ;noun;;;;
force ;zorlamak;B1 ;verb;;;;
forecast ;tahmin;B2 ;noun;;;;
forecast ;öngörmek, tahmin etmek;B2 ;verb;;;;
foreign ;yabancý;A2 ;adjective;;;;
foreigner ;yabancý;C1 ;noun;;;;
forest ;orman;A2 ;noun;;;;
forever ;sonsuza dek, ebediyen;B1 ;adverb;;;;
forge ;" (iliþki vb.) kurmak, geliþtirmek
taklit etmek, sahtesini yapmak";C1 ;verb;;;;
forget ;unutmak;A1 ;verb;;;;
forgive ;affetmek, baðýþlamak;B2 ;verb;;;;
fork ;çatal;A2 ;noun;;;;
form ;"þekil, biçim
form, belge";A1 ;noun;;;;
form ;"oluþmak; oluþturmak";A1 ;verb;;;;
formal ; (dil, davranýþ) resmî;A2 ;adjective;;;;
format ;format, biçim, düzen;B2 ;noun;;;;
formation ;"oluþturma; oluþum";B2 ;noun;;;;
former ;eski, önceki;B2 ;adjective;;;;
formerly ;eskiden;B2 ;adverb;;;;
formula ;formül;C1 ;noun;;;;
formulate ;biçimlendirmek, formüle etmek;C1 ;verb;;;;
forth ;vesaire, ve benzeri þeyler;C1 ;adverb;;;;
forthcoming ;gelecek, önümüzdeki;C1 ;adjective;;;;
fortunate ;þanslý;B2 ;adjective;;;;
fortunately ;neyse ki;A2 ;adverb;;;;
fortune ;"þans, talih, kýsmet
servet";B2 ;noun;;;;
forty ;kýrk;A1 ;number;;;;
forum ;forum, açýk oturum;B2 ;noun;;;;
forward ;"ileriye doðru
ileri";A2 ;adverb;;;;
forward ;ileriye dönük;B2 ;adjective;;;;
fossil ;fosil;B2 ;noun;;;;
foster ;"teþvik etmek
evlatlýk almak";C1 ;verb;;;;
found ;kurmak;B2 ;verb;;;;
foundation ;temel;B2 ;noun;;;;
founder ;kurucu;B2 ;noun;;;;
four ;dört;A1 ;number;;;;
fourteen ;on dört;A1 ;number;;;;
fourth ;dördüncü;A1 ;ord. number;;;;
fraction ;küçük bir bölüm;B2 ;noun;;;;
fragile ;kýrýlgan, narin;C1 ;adjective;;;;
fragment ;parça, küçük bir kýsým;B2 ;noun;;;;
frame ;çerçeve;B1 ;noun;;;;
frame ;çerçevelemek;B1 ;verb;;;;
framework ;"iskelet
temel, esas, çerçeve";B2 ;noun;;;;
franchise ;imtiyaz hakký, bayilik;C1 ;noun;;;;
frankly ;açýkça, samimiyetle, dobra dobra;C1 ;adverb;;;;
fraud ;dolandýrýcýlýk, sahtekârlýk;B2 ;noun;;;;
free ;"özgür
bedava, ücretsiz";A1 ;adjective;;;;
free ;özgür;A2 ;adverb;;;;
free ;"serbest býrakmak, azat etmek; kurtarmak";B2 ;verb;;;;
freedom ;özgürlük;B2 ;noun;;;;
freely ;serbestçe, özgürce, rahatça;B2 ;adverb;;;;
freeze ;"donmak; dondurmak";B1 ;verb;;;;
frequency ;"sýklýk, sýk tekrarlanma
frekans";B2 ;noun;;;;
frequent ;sýk;B2 ;adjective;;;;
frequently ;sýk sýk;B1 ;adverb;;;;
fresh ;"taze
yeni, deðiþik";A2 ;adjective;;;;
Friday ;Cuma;A1 ;noun;;;;
fridge ;buzdolabý;A2 ;noun;;;;
friend ;arkadaþ, dost;A1 ;noun;;;;
friendly ;"dostça; samimi, sýcak";A1 ;adjective;;;;
friendship ;arkadaþlýk, dostluk;B1 ;noun;;;;
frighten ;korkutmak;B1 ;verb;;;;
frightened ;korkmuþ;B1 ;adjective;;;;
frightening ;korkutucu, ürkütücü;B1 ;adjective;;;;
frog ;kurbaða;A2 ;noun;;;;
from ; (yer, zaman) -den;A1 ;preposition;;;;
front ;ön;A1 ;adjective;;;;
front ;"ön yüz
cephe";A1 ;noun;;;;
frozen ;dondurulmuþ;B1 ;adjective;;;;
fruit ;meyve;A1 ;noun;;;;
frustrated ;hüsrana uðramýþ, hayalleri boþa çýkmýþ, umudu kýrýlmýþ;C1 ;adjective;;;;
frustrating ;moral bozucu, umut kýrýcý;C1 ;adjective;;;;
frustration ;hüsran, düþ kýrýklýðý;C1 ;noun;;;;
fry ;" (yaðda) kýzarmak; kýzartmak";B1 ;verb;;;;
fuel ;yakýt;B1 ;noun;;;;
fuel ;yakýt doldurmak, … ile çalýþtýrmak;B2 ;verb;;;;
fulfil ;gerçekleþtirmek;B2 ;verb;;;;
full ;"dolu
tok";A1 ;adjective;;;;
full-time ;tam gün, tam zamanlý;B2 ;adjective;;;;
full-time ;tam gün, tam zamanlý;B2 ;adverb;;;;
fully ;tamamen, tam (olarak);B2 ;adverb;;;;
fun ;eðlence, zevk;A1 ;noun;;;;
fun ;eðlenceli;A2 ;adjective;;;;
function ;"iþlev; görev";B1 ;noun;;;;
function ;iþlemek, çalýþmak;B2 ;verb;;;;
functional ;kullanýþlý, iþlevsel, fonksiyonel;C1 ;adjective;;;;
fund ;fon;B2 ;noun;;;;
fund ;fon ayýrmak, finanse etmek;B2 ;verb;;;;
fundamental ;temel, ana;B2 ;adjective;;;;
fundamentally ;kökünden, temelinden;B2 ;adverb;;;;
funeral ;cenaze töreni;C1 ;noun;;;;
funny ;komik, gülünç;A1 ;adjective;;;;
fur ; (hayvan) tüy;B1 ;noun;;;;
furious ;çok kýzgýn, çok öfkeli;B2 ;adjective;;;;
furniture ;mobilya;A2 ;noun;;;;
further ;daha uzak, daha uzakta;A2 ;adjective;;;;
further ;"daha ileride; daha ileriye";B1 ;adverb;;;;
furthermore ;ayrýca, üstelik;B2 ;adverb;;;;
future ;gelecek;A1 ;noun;;;;
future ;müstakbel, geleceðe ait;A2 ;adjective;;;;
gain ;"artýþ; kazanç, kâr; kazaným";B2 ;noun;;;;
gain ;"almak, kazanmak
kazanmak, kazançlý çýkmak";B2 ;verb;;;;
gallery ; (sanat) galeri;A2 ;noun;;;;
gallon ;galon, 4,5 litre;C1 ;noun;;;;
gambling ;kumar;C1 ;noun;;;;
game ;oyun, karþýlaþma, maç;A1 ;noun;;;;
gang ; (suç) örgüt;B2 ;noun;;;;
gap ;"boþluk, aralýk
ara";A2 ;noun;;;;
garage ;garaj;B1 ;noun;;;;
garden ;"bahçe
park";A1 ;noun;;;;
gas ;gaz;A2 ;noun;;;;
gate ;" (duvar, çit vb.) kapý
giriþ";A2 ;noun;;;;
gather ;"toplanmak; toplamak";B1 ;verb;;;;
gathering ;toplantý;C1 ;noun;;;;
gay ;"eþcinsel, homoseksüel
neþeli, þen þakrak";B2 ;adjective;;;;
gaze ;sabit bakýþ;C1 ;noun;;;;
gaze ;gözünü dikmek;C1 ;verb;;;;
gear ;vites;C1 ;noun;;;;
gender ;cinsiyet;B2 ;noun;;;;
gene ;gen;B2 ;noun;;;;
general ;genel;A2 ;adjective;;;;
generally ;çoðunluk tarafýndan;B1 ;adverb;;;;
generate ;üretmek, meydana getirmek, doðurmak;B2 ;verb;;;;
generation ;nesil, kuþak;B1 ;noun;;;;
generic ;genel;C1 ;adjective;;;;
generous ;cömert;B1 ;adjective;;;;
genetic ;genetik;B2 ;adjective;;;;
genius ;deha;B2 ;noun;;;;
genocide ;soykýrým;C1 ;noun;;;;
genre ; (edebiyat, sanat, müzik vb.) tür, janr;B2 ;noun;;;;
gentle ;nazik, kibar;B1 ;adjective;;;;
gentleman ;beyefendi, centilmen;B1 ;noun;;;;
genuine ;"gerçek; hakiki
içten, dürüst, samimi";B2 ;adjective;;;;
genuinely ;gerçekten, hakikaten;B2 ;adverb;;;;
geography ;coðrafya (bilimi);A1 ;noun;;;;
gesture ; (el, kol, baþ vb.) hareket;B2 ;noun;;;;
get ;"almak; satýn almak; edinmek; uðramak, baþýna gelmek
sahip olmak";A1 ;verb;;;;
ghost ;hayalet;B1 ;noun;;;;
giant ;kocaman, muazzam;B1 ;adjective;;;;
giant ;dev;B1 ;noun;;;;
gift ;"hediye
allah vergisi yetenek";A2 ;noun;;;;
gig ; (müzik) gösteri;B2 ;noun;;;;
girl ;kýz;A1 ;noun;;;;
girlfriend ;kýz arkadaþ, sevgili;A1 ;noun;;;;
give ;vermek;A1 ;verb;;;;
glad ;memnun, sevinmiþ;B1 ;adjective;;;;
glance ;göz atma, bakýþ;C1 ;noun;;;;
glance ;göz atmak, göz gezdirmek;C1 ;verb;;;;
glass ;"cam
bardak";A1 ;noun;;;;
glimpse ;anlýk bakýþ;C1 ;noun;;;;
global ;küresel, global;B1 ;adjective;;;;
globalization ;küreselleþme;B2 ;noun;;;;
globe ;"küre
yerküre, dünya";B2 ;noun;;;;
glorious ;"þanlý
muhteþem, harika";C1 ;adjective;;;;
glory ;þan, þeref, zafer;C1 ;noun;;;;
glove ;eldiven;B1 ;noun;;;;
go ;gitmek;A1 ;verb;;;;
go ; (oyun vb.) sýra;B1 ;noun;;;;
goal ;" (futbol, hokey vb.) kale
gol";A2 ;noun;;;;
god ;Allah, Tanrý;A2 ;noun;;;;
gold ;altýn sarýsý;A2 ;adjective;;;;
gold ;altýn;A2 ;noun;;;;
golden ;"altýn, altýndan; altýn sarýsý";B2 ;adjective;;;;
golf ;golf;A2 ;noun;;;;
good ;iyi;A1 ;adjective;;;;
good ;iyilik;A2 ;noun;;;;
goodbye ;"güle güle; hoþça kal, allahaýsmarladýk gayriresmî olan";A1 ;exclamation;;;;
goodbye ;veda sözu;A1 ;noun;;;;
goodness ;"iyilik
yarar";B2 ;noun;;;;
goods ;mal, eþya;B1 ;noun;;;;
gorgeous ;muhteþem, müthiþ;B2 ;adjective;;;;
govern ;yönetmek;B2 ;verb;;;;
government ;hükümet;A2 ;noun;;;;
governor ;vali;B2 ;noun;;;;
grab ;kapmak, yakalamak;B2 ;verb;;;;
grace ;zarafet;C1 ;noun;;;;
grade ;"derece; kalite
not";B1 ;noun;;;;
grade ;derecelendirmek, sýnýflandýrmak;B2 ;verb;;;;
gradually ;yavaþ yavaþ, zamanla;B2 ;adverb;;;;
graduate ;üniversite mezunu;B1 ;noun;;;;
graduate ;"üniversite vb.den mezun olmak
terfi etmek";B1 ;verb;;;;
grain ;"tahýl; tahýl tanesi";B1 ;noun;;;;
grand ;"büyük, görkemli, heybetli; önemli";B2 ;adjective;;;;
grandfather ;dede, büyük-baba;A1 ;noun;;;;
grandmother ;anneanne, babaanne, büyükanne;A1 ;noun;;;;
grandparent ;"dede; büyükanne";A1 ;noun;;;;
grant ;burs, ödenek;B2 ;noun;;;;
grant ;vermek, bahþetmek;B2 ;verb;;;;
graphic ;çizimsel, grafik;B2 ;adjective;;;;
